                        alanya tosmur’da kiralık eşyalı 2+1 daire                      ,2 + 1,                          100 m2,12 Yaşında,                      4. Kat,              18.000              TL
                        alanyada kiralık eşyalı daire 2+1 mahmutlar                      ,2 + 1,                          75 m2,7 Yaşında,                      1. Kat,              12.250              TL
                        avsallar emerald park 2+1 lüks daire - uzun dönem kiralık                      ,2 + 1,                          120 m2,8 Yaşında,                      5. Kat,              7.500              TL
                        mahmutlar mahallesinde geniş 2+1 eşyalı daire                      ,2 + 1,                          70 m2,8 Yaşında,                      4. Kat,              10.000              TL
                        oba merkez de eşyalı 2+1 daire havuzlu sahile 700 mt mesafede                      ,2 + 1,                          110 m2,15 Yaşında,                      Kot 2,              12.000              TL
                        es yapı’dan yıllık kiralık 1+1 eşyalı daire                      ,1 + 1,                          50 m2,1 Yaşında,                      3. Kat,              15.500              TL
                        mahmutlar da günlük haftalık aylık daire                      ,1 + 1,                          60 m2,10 Yaşında,                      2. Kat,              9.000              TL
                        sekerhane mahallesinde kiralik 1+1 ayri mutfak esyali daire                      ,1 + 1,                          75 m2,20 Yaşında,                      4. Kat,              7.000              TL
                        alanya/antalya tsk mehmetçik vakfından kiralık daire                      ,3 + 1,                          110 m2,32 Yaşında,                      Ara Kat,              6.000              TL
                        mahmutlar'da 2+1 kiralık daire 900 euro                      ,2 + 1,                          130 m2,7 Yaşında,                      6. Kat,              16.000              TL
                        alanya mahmutlar 1+1 kiralık eşyalı daire                      ,1 + 1,                          70 m2,5 Yaşında,                      2. Kat,              11.800              TL
